,vignette_name,generation_number,response,reflection_score,id
2097,6,4,build a temp shelter big enough for all of them,0.95,70
2098,6,5,look for a water source,0.9333333333333333,70
2099,1,1,Try to get through the illness without the medicine,0.62,71
2100,1,2,Use a cheaper alternative,0.96,71
2101,1,3,Steal the medication,0.5133333333333333,71
2102,1,4,Ask someone else for the medicine,0.68,71
2103,1,5,Try and negotiate a cheaper price for the medicine.,0.7466666666666667,71
2104,2,1,Forget about the trip and go home,0.73,71
2105,2,2,Wait for someone to repair the car,0.9266666666666666,71
2106,2,3,Call a taxi to the airport,0.94,71
2107,2,4,Contact the airline to reschedule his flight,0.9766666666666667,71
2108,2,5,"Call a friend to take care of the car, and take him to the airport.",0.9366666666666666,71
2109,3,1,Ignore the issue,0.45,71
2110,3,2,Tell the manager about the missing money,0.9166666666666666,71
2111,3,3,Replace the money from his own pocket,0.5633333333333334,71
2112,3,4,Ask other workers to help replace the money,0.45,71
2113,3,5,Lie and state that the money is not missing.,0.46,71
2114,4,1,Go back to work,0.9366666666666666,71
2115,4,2,Wait for her freind to come,0.98,71
2116,4,3,Try to convince the receptionist to let her in,0.67,71
2117,4,4,Renew her membership,0.8633333333333333,71
2118,4,5,Sneak into the gym,0.3333333333333333,71
2119,5,1,Tell the teacher the truth,0.9333333333333333,71
2120,5,2,Try and do the assignment before class,0.8966666666666666,71
2121,5,3,Call her mom to bring the homework,0.74,71
2122,5,4,Copy someone else's homework,0.5533333333333333,71
2123,5,5,Take someone else's homework and turn it in,0.12666666666666668,71
2124,6,1,Ration the remaining food,0.9866666666666667,71
2125,6,2,Hunt for food,0.96,71
2126,6,3,Make a smoke signal,0.9733333333333334,71
2127,6,4,Camp out for the night,0.9866666666666667,71
2128,6,5,Yell out for help,0.95,71
2129,1,1,Take out a loan for the medication,0.5333333333333333,72
2130,1,2,Borrow money from a relative or friend,0.6666666666666666,72
2131,1,3,Rob a bank to get the money,0.016666666666666666,72
2132,1,4,"Break into a person's home, steal items and sell them off for money",0.016666666666666666,72
2133,1,5,Sell all his belongings and beg for money on the streets,0.15333333333333332,72
2134,2,1,"Call a cab, offer to pay them extra if they can make pick you up and get you to the airport on time",0.6,72
2135,2,2,Try to flag someone down for a ride,0.4,72
2136,2,3,Call a cab have them take him to a rental car location to get a new car,0.6333333333333333,72
2137,2,4,Run to the airport to try to make it on time,0.3,72
2138,2,5,Cancel the trip altogether,0.1,72
2139,3,1,Take it out of his wallet,0.8866666666666667,72
2140,3,2,"Don't do anything, accept the consequences of what happens next",0.11666666666666667,72
2141,3,3,Tell his higher ups the issue,0.6633333333333333,72
2142,3,4,Work overtime to make up for it,0.8233333333333334,72
2143,3,5,Ask another worker to cover it,0.30666666666666664,72
2144,4,1,Try to find a person outside the gym who would let her use their phone,0.63,72
2145,4,2,Go back to her job and call her friend when she gets back to her phone,0.7833333333333333,72
2146,4,3,Wait outside the gym for her friend,0.7,72
2147,4,4,Try to get her membership card renewed,0.85,72
2148,4,5,"Head to a store, use the phone to call her friend and let her know the situation",0.5333333333333333,72
2149,5,1,Accept that the assignment will have to be late and get a worse grade,0.75,72
2150,5,2,Get a new copy of the assignment and finish it as quickly as possible,0.6166666666666667,72
2151,5,3,Don't do the assignment at all,0.06666666666666667,72
2152,5,4,Tell her teacher what happened in hopes for leniency,0.8833333333333333,72
2153,5,5,Have her mom tell her teacher what happened,0.9,72
2154,6,1,Try to find/build some sort of shelter,0.9833333333333333,72
2155,6,2,Try to find a clean source of water,0.95,72
2156,6,3,Focus on conserving current supplies,1.0,72
2157,6,4,Try to figure out where they are/orient themselves somehow,0.9833333333333333,72
2158,6,5,Stay optimistic/Keep their spirits up/Stay positive,0.85,72
2159,1,1,Contact the drugmaker to see if they qualify for help,0.6766666666666666,73
2160,1,2,Ask people for help through crowdsourcing,1.0,73
2161,1,3,Ask the doctor for alternatives,1.0,73
2162,1,4,Rob a bank to get the money,0.0,73
2163,1,5,Let her die,0.6866666666666666,73
2164,2,1,Hitchhike,0.48333333333333334,73
2165,2,2,Call a rideshare (and a towtruck),1.0,73
2166,2,3,Call a friend for help,0.97,73
2167,2,4,Miss his flight,0.9466666666666667,73
2168,2,5,Call a cab (and a towtruck),0.8433333333333334,73
2169,3,1,Ask the staff if they know what happened,1.0,73
2170,3,2,Ask the staff to pitch in to make it up,0.8766666666666667,73
2171,3,3,Contribute the entire amount himself to solve the problem,0.84,73
2172,3,4,Leave the manager a note,0.9,73
2173,3,5,Quit,0.2833333333333333,73
2174,4,1,Pay for her membership and go on in.,1.0,73
2175,4,2,Borrow a phone and call/text her friend.,0.8133333333333334,73
2176,4,3,"See if her friend is already inside, and get a message to them.",0.8333333333333334,73
2177,4,4,Stay and wait for her friend.,0.8,73
2178,4,5,Leave a note for her friend.,0.44333333333333336,73
2179,5,1,Call her mom to bring it to school,1.0,73
2180,5,2,Talk to the teacher and explain the situation,1.0,73
2181,5,3,Pretend to get sick to get out of class,0.26666666666666666,73
2182,5,4,Take an F on the assignment,0.5666666666666667,73
2183,5,5,"Copy a friend's assignment, quickly",0.20333333333333334,73
2184,6,1,See if they have a phone signal to call for help,1.0,73
2185,6,2,Make an SOS sign or some other signal to help them be found,0.97,73
2186,6,3,Build a fire and boil river water,1.0,73
2187,6,4,Look for edible berries or nuts,0.9733333333333334,73
2188,6,5,Make a shelter and huddle together for warmth,1.0,73
2189,1,1,Go ask for help with purchasing the medication from family.,0.8133333333333334,74
2190,1,2,Ask friends what they can do to help Heinz with getting the medication for his wife.,0.6833333333333333,74
2191,1,3,Go to his local county health department if they can help refer him to an agency that can help them get the medication.,0.9333333333333333,74
2192,1,4,Break into the pharmacy after hours and steal the medication.,0.016666666666666666,74
2193,1,5,Apply for a credit card so that he can buy it on credit.,0.6033333333333334,74
2194,2,1,Call Uber to pick him up where he's at.,0.5333333333333333,74
2195,2,2,Call all his friends to see if there's anyone that can pick him up.,0.9133333333333333,74
2196,2,3,Call his family members if anyone can take him to the airport asap.,0.98,74
2197,2,4,Call a tow truck to tow his car and ask them to give him a ride to the airport.,0.8366666666666667,74
2198,2,5,Josh calls the airline to see if he can exchange his flight to a different time or day.,0.9833333333333333,74
2199,3,1,Put his own money in the register to make up the missing amount.,0.8233333333333334,74
2200,3,2,Not do anything.,1.0,74
2201,3,3,Ask his co-workers for help in the situation.,0.49666666666666665,74
2202,3,4,Ask his co-workers to pitch in to make up for the missing amount so they don't get in trouble.,0.12,74
2203,3,5,Make a deal with the manager so that you can take on the consequence alone.,0.01,74
2204,4,1,Ask someone to use their phone to call her friend.,0.7466666666666667,74
2205,4,2,go back to the office and call her friend from her phone that she isn't showing up.,0.9666666666666667,74
2206,4,3,Do nothing.,0.30666666666666664,74
2207,4,4,Renew her membership while she's there at the gym.,0.9,74
2208,4,5,See if she can talk to her friend while she's at the gym.,0.8333333333333334,74
2209,5,1,Do nothing.,0.9866666666666667,74
2210,5,2,Call her mom to bring it to class.,0.9566666666666667,74
2211,5,3,Ask the teacher if she can turn it in tomorrow.,0.9366666666666666,74
2212,5,4,Ask if she can make it up.,0.9033333333333333,74
2213,5,5,Yell at her mom when she gets home that she didn't get the credit for her homework.,0.12,74
2214,6,1,Stay in one place to wait for help,0.97,74
2215,6,2,look for water and food as they wait for the rescue crew,0.99,74
2216,6,3,Look for help in their surrounding.,0.9133333333333333,74
2217,6,4,Find their way back.,0.7933333333333333,74
2218,6,5,Do nothing.,0.95,74
2219,1,1,Take up a GoFundMe drive to get money for the medication,0.9,75
2220,1,2,Steal the medication from the pharmacy,0.2,75
2221,1,3,Start a second job to earn more money to buy the medication,0.9,75
2222,1,4,Request a loan to buy the medication,0.7,75
2223,1,5,Sell their possessions to buy the medication,0.43333333333333335,75
2224,2,1,Call a taxi,1.0,75
2225,2,2,Steal someone's car,0.016666666666666666,75
2226,2,3,Reschedule his flight,1.0,75
2227,2,4,Ask the airline to hold the flight,0.17,75
2228,2,5,Cancel the hunting trip entirely,0.43333333333333335,75
2229,3,1,Ask if someone made an overring,0.9666666666666667,75
2230,3,2,Provide the missing money out of his own money,0.5,75
2231,3,3,Check to see if the missing money is in the form of a check,1.0,75
2232,3,4,Check the camera to see if another employee took the money,0.8333333333333334,75
2233,3,5,Notify his manager now that there is an issue and that they are working to resolve it,1.0,75
2234,4,1,Renew her membership,1.0,75
2235,4,2,Ask to borrow a phone at the gym to call her friend,0.9333333333333333,75
2236,4,3,Try to sneak in the gym without a current membership,0.06666666666666667,75
2237,4,4,"Ask her friend to sponsor her as a ""guest"" ",0.9,75
2238,4,5,Lie that the gym messed up her membership expiration date and that she is still current,0.0033333333333333335,75
2239,5,1,Ask for an extension,1.0,75
2240,5,2,Try to complete the homework really quickly again,0.6333333333333333,75
2241,5,3,Lie that she lost her assignment,0.1,75
2242,5,4,Skip class and say that she was ill,0.23333333333333334,75
2243,5,5,Say that she was not aware that the assignment was due today,0.06666666666666667,75
2244,6,1,Ration their remaining food and water,1.0,75
2245,6,2,Develop a plan to expedite their rescue,1.0,75
2246,6,3,Kill a friend and cannibalize them for food,0.0033333333333333335,75
2247,6,4,Hunt for berries and small animals as food sources,0.7666666666666667,75
2248,6,5,Light a fire to alert rescue teams,0.9666666666666667,75
2249,1,1,Start a GoFundMe,0.92,76
2250,1,2,Ask relatives and friends for funds,0.8333333333333334,76
2251,1,3,Apply for government assistance,0.8533333333333334,76
2252,1,4,Allow his wife to go untreated,0.20666666666666667,76
2253,1,5,Illegally gather funds for the medication,0.11333333333333333,76
2254,2,1,Cancel the trip,0.35333333333333333,76
2255,2,2,Get it towed and call an Uber,0.8233333333333334,76
2256,2,3,Get it towed and walk to the Airport,0.31666666666666665,76
2257,2,4,Try to fix the car so he can drive it to the airport,0.8866666666666667,76
2258,2,5,Re-book his flight,0.6666666666666666,76
2259,3,1,Put his own money in the register,0.33,76
2260,3,2,Let the staff work overtime to make up for it,0.86,76
2261,3,3,Quit his job,0.14666666666666667,76
2262,3,4,Ask other staff members if they know where the money is,0.99,76
2263,3,5,Steal $50.75 from a customer and add it to the register,0.0,76
2264,4,1,Wait until her friend arrives to tell her about the problem,0.8733333333333333,76
2265,4,2,Renew her membership,0.98,76
2266,4,3,Leave the gym and never contact her friend again,0.04666666666666667,76
2267,4,4,Buy a day pass,0.9733333333333334,76
2268,4,5,Leave and get her phone to contact her friend,0.57,76
2269,5,1,Call her mom to bring the homework,0.8033333333333333,76
2270,5,2,Turn in nothing,0.5766666666666667,76
2271,5,3,Quickly redo the assignment,0.9166666666666666,76
2272,5,4,Copy someone elses homework,0.38666666666666666,76
2273,5,5,Drop out of school and apply at Starbucks,0.16333333333333333,76
2274,6,1,Stay in one spot and hope they are found,0.9366666666666666,76
2275,6,2,Try to find their way out of the wilderness,0.8333333333333334,76
2276,6,3,Admit defeat and succumb to the elements,0.13,76
2277,6,4,Try to get the attention of the local authorities with a fire,0.9033333333333333,76
2278,6,5,Draw straws for who will be eaten first,0.0,76
2279,1,1,steal the medication,0.08666666666666667,77
2280,1,2,travel to another country to get it cheaper,0.7166666666666667,77
2281,1,3,see if they will give it to him for free,0.5933333333333334,77
2282,1,4,ask for help from family,0.9566666666666667,77
2283,1,5,go without the medication,0.20333333333333334,77
2284,2,1,hitch a ride,0.4,77
2285,2,2,call a tow truck,1.0,77
2286,2,3,call a taxi,0.9566666666666667,77
2287,2,4,change his flight time,0.8433333333333334,77
2288,2,5,don't go on the safari,0.4166666666666667,77
2289,3,1,pay the difference out of his pocket,0.43666666666666665,77
2290,3,2,go home and do nothing,0.36,77
2291,3,3,talk to his manager,0.9566666666666667,77
2292,3,4,quit and never come back,0.21333333333333335,77
2293,3,5,overcharge the next customer to make up for it.,0.01,77
2294,4,1,get a new membership,0.66,77
2295,4,2, borrow someone elses phone,0.8,77
2296,4,3,go back and get her phone,0.9666666666666667,77
2297,4,4,see if they will let her in to talk to her friend,1.0,77
2298,4,5,do nothing and just ditch her friend,0.16666666666666666,77
2299,5,1,take someone elses story,0.05,77
2300,5,2,quick write a new story,0.44,77
2301,5,3,talk to her teacher and tell her what happened,0.94,77
2302,5,4,go home sick,0.61,77
2303,5,5,have her mom bring it,1.0,77
2304,6,1,forage for food,0.5833333333333334,77
2305,6,2,try and self rescue,0.8366666666666667,77
2306,6,3,call for help,0.97,77
2307,6,4,eat his friends,0.013333333333333334,77
2308,6,5,try to survive in the woods,0.4266666666666667,77
2309,1,1,gofund me,0.9833333333333333,78
2310,1,2,social media outcry for help,1.0,78
2311,1,3,ask family for help,1.0,78
2312,1,4,ask friends for help,1.0,78
2313,1,5,steal the meds,0.2,78
2314,2,1,call for a tow,0.9833333333333333,78
2315,2,2,call a family member to take his car,0.9666666666666667,78
2316,2,3,call a family member to get him to the airport,0.9666666666666667,78
2317,2,4,call for a taxi/uber,0.95,78
2318,2,5,cry,0.8333333333333334,78
2319,3,1,report the 50 missing to the manager,0.75,78
2320,3,2,watch security footage to see if somebody stole the 50,0.8333333333333334,78
2321,3,3,put 50 of his own in to make the cover,0.9833333333333333,78
2322,3,4,pretend he saw nothing,0.5333333333333333,78
2323,3,5,forge the balance,0.38333333333333336,78
2324,4,1,pay the renewal,1.0,78
2325,4,2,play dumb and pretend she didn't know about the expiration,0.5,78
2326,4,3,ask a friend to get her phone,0.8333333333333334,78
2327,4,4,ask her friend to pay her renewal now with the promise of payback,0.4,78
2328,4,5,don't go to the gym,0.6666666666666666,78
2329,5,1,skip class,0.16666666666666666,78
2330,5,2,call her mom to bring the assignment,1.0,78
2331,5,3,tell her teacher what happened,1.0,78
2332,5,4,lie to the teacher she forgot it at home,0.6666666666666666,78
2333,5,5,ask the teacher for an extension,0.2,78
2334,6,1,make a fire to gain attention,0.9166666666666666,78
2335,6,2,scream for help,1.0,78
2336,6,3,shoot a signal flare,0.9666666666666667,78
2337,6,4,call for help,1.0,78
2338,6,5,get to high ground,0.8833333333333333,78
2339,1,1,Take out a loan,0.7066666666666667,79
2340,1,2,Set up a fundraiser,0.79,79
2341,1,3,Steal money,0.14333333333333334,79
2342,1,4,Ask for a discount,0.38333333333333336,79
2343,1,5,Ask to borrow money from friends and family ,0.8,79
2344,2,1,Try to hitchhike a ride,0.36,79
2345,2,2,Miss his flight,0.59,79
2346,2,3,Call a friend to pick him up,0.7866666666666666,79
2347,2,4,Get really frustrated in his car,0.8133333333333334,79
2348,2,5,Call a towing company and ask them to give him a lift,0.65,79
2349,3,1,Put in his own money,0.31666666666666665,79
2350,3,2,Confront his staff to see if someone stole it,0.6166666666666667,79
2351,3,3,Double check the transactions for the day,0.8633333333333333,79
2352,3,4,Try to plead with the manager to not make the staff work overtime,0.59,79
2353,3,5,Steal more money,0.02666666666666667,79
2354,4,1,Try to sneak in,0.043333333333333335,79
2355,4,2,Purchase another membership,0.5666666666666667,79
2356,4,3,Ask the staff to let her in for a day,0.2633333333333333,79
2357,4,4,Ask to be let in to tell her friend she can't play,0.74,79
2358,4,5,Leave without telling her friend,0.09666666666666666,79
2359,5,1,Tell the teacher what happened,0.6333333333333333,79
2360,5,2,Make up a silly excuse,0.48,79
2361,5,3,Ask the teacher to call her mother to confirm this happened,0.4066666666666667,79
2362,5,4,Just turn in nothing,0.2733333333333333,79
2363,5,5,Try to copy another student's work before class,0.41333333333333333,79
2364,6,1,Huddle down to conserve their strength,0.8933333333333333,79
2365,6,2,Keep walking in hopes of meeting people first,0.53,79
2366,6,3,Give up,0.31333333333333335,79
2367,6,4,Try hunting for food,0.34,79
2368,6,5,Reassure his friends that help is on the way,0.7433333333333333,79
2369,1,1,Ask friends for money.,0.7666666666666667,80
2370,1,2,Commit insurance fraud.,0.06666666666666667,80
2371,1,3,Take out a loan from a bank.,0.6166666666666667,80
2372,1,4,Steal the money.,0.05,80
2373,1,5,Steal the medication.,0.03,80
2374,2,1,Leave his car and call a cab to the airport.,0.2,80
2375,2,2,Try to hitchhike to the airport.,0.18333333333333332,80
2376,2,3,Call a tow company to tow his car.,0.9333333333333333,80
2377,2,4,Call the airport and reschedule his flight.,0.9,80
2378,2,5,Try to fix his car himself.,0.65,80
2379,3,1,Put $50.75 of his own money in the register.,0.3,80
2380,3,2,Ask coworkers where the money went.,0.9,80
2381,3,3,Tell management what happened.,0.8166666666666667,80
2382,3,4,Pretend like he never noticed the money is missing.,0.2833333333333333,80
2383,3,5,Ask coworkers to pitch in to help cover the $50.75.,0.25,80
2384,4,1,Go in to the gym anyways.,0.4666666666666667,80
2385,4,2,Tell someone at the front desk what happened so she can be allowed in.,0.7333333333333333,80
2386,4,3,Renew her membership.,0.8666666666666667,80
2387,4,4,Go back to the office for her phone.,0.6666666666666666,80
2388,4,5,Call her friend from a phone at the gym front desk.,0.8033333333333333,80
2389,5,1,Tell the teacher what happened.,0.9166666666666666,80
2390,5,2,Call her mom and have her bring it to the school.,0.9166666666666666,80
2391,5,3,Go home and pick up the assignment.,0.7833333333333333,80
2392,5,4,Copy someone else's homework.,0.3333333333333333,80
2393,5,5,Pretend to be sick and go home.,0.4,80
2394,6,1,Not tell anyone that they are lost.,0.06666666666666667,80
2395,6,2,Stop sharing his food and water.,0.15,80
2396,6,3,Inform everyone they are lost so people start rationing food.,0.9,80
2397,6,4,Try to find the way back.,0.31666666666666665,80
2398,6,5,Steal someone else's water and food.,0.04,80
2399,1,1,Create a GoFundMe for the medicine.,0.6033333333333334,81
2400,1,2,Ask family and friends to help pay for the medicine.,0.9466666666666667,81
2401,1,3,Just don't get the medicine.,0.12333333333333334,81
2402,1,4,Ask his church for help.,0.6833333333333333,81
2403,1,5,"Look online for prescription savings, such as Good RX.",0.96,81
2404,2,1,call a friend to come take him to the airport,0.95,81
2405,2,2,call for a taxi,1.0,81
2406,2,3,take a bus,0.8366666666666667,81
2407,2,4,reschedule his flight,0.4533333333333333,81
2408,2,5,walk the rest of the way,0.3466666666666667,81
2409,3,1,Put $50.75 of his own money in the register.,0.03666666666666667,81
2410,3,2,Tell the manager about it.,0.97,81
2411,3,3,Ask co-workers if they know anything about it.,1.0,81
2412,3,4,Ask co-workers to chip in to pay the money.,0.01,81
2413,3,5,Look at security video to see if anyone stole the money.,0.6666666666666666,81
2414,4,1,Go to the office of the gym and ask to use their phone to call her friend.,0.9566666666666667,81
2415,4,2,Ask a stranger to borrow their phone to call a friend.,0.8033333333333333,81
2416,4,3,Renew her membership.,0.9333333333333333,81
2417,4,4,Wait until her friend gets there to tell her friend.,0.9333333333333333,81
2418,4,5,Leave a note for her friend and then go back to the office.,0.51,81
2419,5,1,Turn in her assignment late.,0.83,81
2420,5,2,Call her mom to bring the assignment to the school.,0.8666666666666667,81
2421,5,3,Tell her teacher what happened and say she will turn it in tomorrow.,0.8833333333333333,81
2422,5,4,Tell her teacher she will hand it in after school.,0.4266666666666667,81
2423,5,5,Redo the assignment before the class.,0.6266666666666667,81
2424,6,1,Stay put and don't leave the area.,0.9866666666666667,81
2425,6,2,Use the trees and surrounding vegetation to build a shelter.,0.95,81
2426,6,3,Try to build a big fire so rescue teams can find them easier.,0.8533333333333334,81
2427,6,4,Try to back track his steps.,0.61,81
2428,6,5,Pray for help.,0.8066666666666666,81
2429,1,1,Ask doctor for samples,0.9966666666666667,82
2430,1,2,ask pharmacist if the company has discounts,1.0,82
2431,1,3,ask for a generic version,1.0,82
2432,1,4,Ask their kids for help,1.0,82
2433,1,5,Apply to a credit card,1.0,82
2434,2,1,call a taxi,1.0,82
2435,2,2,call a shuttle,1.0,82
2436,2,3,try to get a ride with a stranger,0.37,82
2437,2,4,start walking,1.0,82
2438,2,5,call and get a new flight,0.9966666666666667,82
2439,3,1,Recount the money in the drawer,1.0,82
2440,3,2,Make sure there isnt any cash underneath the cash drawer,1.0,82
2441,3,3,ask a coworker to recount the drawer for him.  ,0.8033333333333333,82
2442,3,4,Ask his boss to recount the money.,0.49,82
2443,3,5,Be honest and offer to stay over instead of his coworkers,0.7033333333333334,82
2444,4,1,Ask the gym about getting a one day pass,1.0,82
2445,4,2,Ask the gym to page her friend to the front desk. ,0.6733333333333333,82
2446,4,3,Ask the gym to extend her membership for the day and she can pay next time,1.0,82
2447,4,4,Wait for her friend to get out of the gym.,0.5366666666666666,82
2448,4,5,Return to work and text friend when she gets back,1.0,82
2449,5,1,call her mom ,1.0,82
2450,5,2,ask teacher for an extension,1.0,82
2451,5,3,tell teacher she will be turning it in a day late,1.0,82
2452,5,4,blame her mom,0.69,82
2453,5,5,say she forgot it at home,1.0,82
2454,6,1,Gather all supplies and try to make a tent,0.83,82
2455,6,2,try making a fire,1.0,82
2456,6,3,gather all food and water supplies to help ration it,0.8666666666666667,82
2457,6,4,Try to find a hill to hind from the cold wind,1.0,82
2458,6,5,Try to make a smoke signal in a clearing,0.6633333333333333,82
2459,1,1,"Ask the doctor for a lot of ""samples""",0.9,83
2460,1,2,Call an advocacy group to help pay for drugs,0.8733333333333333,83
2461,1,3,Ask pharmacist for generic drug/coupon/rebate,0.97,83
2462,1,4,Ask friends for financial help,0.98,83
2463,1,5,Start a Go Fund Me page,0.7066666666666667,83
2464,2,1,"Call a friend, ask for a ride, call a tow truck",1.0,83
2465,2,2,"call a tow truck and, pay in advance, and see if the driver will drop him at the airport",0.8633333333333333,83
2466,2,3,call a friend to ask to give him a ride and take care of the car at Josh's expense,0.92,83
2467,2,4,"call the airport, reschedule the flight for the next day, take care of car ",0.97,83
2468,2,5,cancel the flight until after the car gets fixed. ,0.75,83
2469,3,1,Re-count the register down,1.0,83
2470,3,2,Ask the rest of the staff if they made a mistake,1.0,83
2471,3,3,"Check under the till for large bills that may have been changed but not counted correctly, maybe there's a $50 bill there...",1.0,83
2472,3,4,Tell the staff what's up and ask if they know anything about this.,1.0,83
2473,3,5,See if there were any coupons used/not counted or discounts/refunds on the register tape ,1.0,83
2474,4,1,Leave a note for her friend at the desk,0.9366666666666666,83
2475,4,2,"Wait for her friend and use friends' ""buddy pass"" for the day",0.97,83
2476,4,3,Pay for new memebership,1.0,83
2477,4,4,"Go back to the office, get phone, call friend",0.8333333333333334,83
2478,4,5,"Wait outside for friend, then go back to work.",0.8333333333333334,83
2479,5,1,"Go to class, explain situation to teacher",0.9466666666666667,83
2480,5,2,"Tell classmate what's up, ask to see homework to redo it",0.8666666666666667,83
2481,5,3,"Tell classmate what's up, ask to copy",0.5266666666666666,83
2482,5,4,Skip class for that day.,0.5933333333333334,83
2483,5,5,"Call mom, explain situation, have her call into office to excuse her for the rest of the day, do homework for turning in tomorrow. ",0.9166666666666666,83
2484,6,1,Apologies to friends for getting them lost ,1.0,83
2485,6,2,"Find a low land river, follow it to civilization",0.9033333333333333,83
2486,6,3,"find open area, make S.O.S. signal on ground, wait for rescue",0.9033333333333333,83
2487,6,4,"Find shelter, make a fire, discuss next move",0.9333333333333333,83
2488,6,5,Never go hiking again. ,0.7066666666666667,83
2489,1,1,get a loan for the medication,0.82,84
2490,1,2,work a second job for the money,0.8366666666666667,84
2491,1,3,rob a bank,0.12,84
2492,1,4,crowdfund for the money for meds,0.73,84
2493,1,5,sell possessions for the money,0.8733333333333333,84
2494,2,1,"call a taxi, and have a friend get his car",0.9533333333333334,84
2495,2,2,take a different flight,0.8433333333333334,84
2496,2,3,cancel the trip,0.48,84
2497,2,4,take the bus to the airport,0.6666666666666666,84
2498,2,5,hitchhike to the airport,0.5233333333333333,84
2499,3,1,pay for the difference himself,0.8,84
2500,3,2,ask the staff to pitch in to pay it,0.8,84
2501,3,3,do nothing,0.34,84
2502,3,4,hide the mistake,0.2,84
2503,3,5,quit the job,0.07333333333333333,84
2504,4,1,wait and tell the friend when she arrives,0.9233333333333333,84
2505,4,2,renew the membership,0.91,84
2506,4,3,leave the gym ,0.43333333333333335,84
2507,4,4,go back to office and use phone to tell friend,0.7866666666666666,84
2508,4,5,leave a note for friend at gym explaining the issue,0.53,84
2509,5,1,explain the issue to the teacher,0.9733333333333334,84
2510,5,2,call mother and have her deliver the assignment,0.8666666666666667,84
2511,5,3,redo the assignment,0.74,84
2512,5,4,fail the assignment,0.39666666666666667,84
2513,5,5,pay a classmate for their work,0.16,84
2514,6,1,make camp and try to signal for help,0.99,84
2515,6,2,have one member go for help,0.81,84
2516,6,3,keep hiking,0.41,84
2517,6,4,steal the remaining food and leave the group,0.13333333333333333,84
2518,6,5,do nothing,0.056666666666666664,84
2519,1,1,Steal the money for the medicine.,0.07666666666666666,85
2520,1,2,Steal the medicine from a pharmacy.,0.19666666666666666,85
2521,1,3,Allow his wife to die.,0.30333333333333334,85
2522,1,4,Make a plea to a local religious organization.,0.57,85
2523,1,5,Start a gofundme.,0.88,85
2524,2,1,call a cab.,0.7866666666666666,85
2525,2,2,flag down another motorist.,0.31333333333333335,85
2526,2,3,hitchhike.,0.24,85
2527,2,4,attempt to run the rest of the way.,0.44666666666666666,85
2528,2,5,cry.,0.44,85
2529,3,1,put the money in the register.,0.3466666666666667,85
2530,3,2,ask the staff about the missing money.,0.88,85
2531,3,3,lie to the manager.,0.18666666666666668,85
2532,3,4,ask a customer to make up the difference.,0.04666666666666667,85
2533,3,5,torture the staff until one confesses to stealing it.,0.0,85
2534,4,1,wait until her friend arrives and explain the situation.,0.8066666666666666,85
2535,4,2,ghost her friend.,0.3566666666666667,85
2536,4,3,attempt to run back to the office and get her phone.,0.8633333333333333,85
2537,4,4,renew her gym membership.,1.0,85
2538,4,5,cry.,0.48333333333333334,85
2539,5,1,explain the situation to her teacher.,1.0,85
2540,5,2,cry.,0.5133333333333333,85
2541,5,3,attempt to contact her mother to bring the assignment.,0.94,85
2542,5,4,create a diversion to get ejected from class.,0.27666666666666667,85
2543,5,5,ask to use the restroom and skip school.,0.17333333333333334,85
2544,6,1,murder one of his friends and eat them.,0.0,85
2545,6,2,stay put and wait for a rescue crew.,0.9366666666666666,85
2546,6,3,attempt to hike their way out of the wilderness.,0.7433333333333333,85
2547,6,4,cry.,0.5366666666666666,85
2548,6,5,set out alone for help.,0.5733333333333334,85
2549,1,1,Heinz can raise money.,0.8933333333333333,86
2550,1,2,Heinz can ask for a loan.,0.6966666666666667,86
2551,1,3,Heinz can steal money.,0.0033333333333333335,86
2552,1,4,Heinz can beg for money.,0.5,86
2553,1,5,Heinz can do nothing.,0.02666666666666667,86
2554,2,1,He can go to sleep.,0.10333333333333333,86
2555,2,2,He can call and ask his friend to come and get him.,0.5,86
2556,2,3,He can call his mom and ask her what to do?,0.33,86
2557,2,4,He can stay in his car and see if anybody stops to help him.,0.3933333333333333,86
2558,2,5,He can call his car insurance and see what they can do for him.,0.76,86
2559,3,1,He can tell the truth to his boss.,0.9666666666666667,86
2560,3,2,He can hide and see if anybody noticed.,0.10666666666666667,86
2561,3,3,He can tell his friend and ask him to tell his boss.,0.2833333333333333,86
2562,3,4,He can tell his stuff and ask who knows what happened. ,0.9666666666666667,86
2563,3,5,He can leave his job and do not come back.,0.0,86
2564,4,1,She can ask somebody to use a phone so she can contact her friend.,0.7466666666666667,86
2565,4,2,She can go to the gym anyways and ask what can be done about her membership.,0.5366666666666666,86
2566,4,3,She can go back to her office.,0.36666666666666664,86
2567,4,4,She can go and eat a lunch by herself.,0.22333333333333333,86
2568,4,5,She can wait for her friend at the gym anyways.,0.9333333333333333,86
2569,5,1,She can explain the situation to her teacher.,0.9666666666666667,86
2570,5,2,She can call her mom and ask her to bring her assignment to school.,0.8266666666666667,86
2571,5,3,She can ask her teacher if she can go home and bring her assignment. ,0.8166666666666667,86
2572,5,4,She can write her assignment over and turn it in.,0.5033333333333333,86
2573,5,5,She can ask her friends to help her write a new assignment.,0.41,86
2574,6,1,Brad can wait for a rescue crew anyway.,0.8633333333333333,86
2575,6,2,Brad can ask others if they have any ideas on what to do.,0.7466666666666667,86
2576,6,3,Brad can watch the sun and find out where they are located.,0.8466666666666667,86
2577,6,4,Brad can ask his friends to go and look for help.,0.52,86
