"id","context","answer","Probability","Morality","Normality","response"
31,1,5,10,16,11,"Steal the medication"
31,2,1,78,73,85,"Call a friend"
31,2,2,49,76,89,"Hitchhike"
31,2,3,32,87,39,"Walk to the airport"
31,2,4,82,91,88,"Call an Uber"
31,2,5,39,77,87,"Call AAA"
31,3,1,32,14,24,"Blame someone else"
31,3,2,86,46,69,"Put the money in"
31,3,3,66,92,74,"Tell the manager"
31,3,4,25,14,20,"Call corporate"
31,3,5,14,6,14,"Say that he got robbed"
31,4,1,73,86,80,"Renew her membership"
31,4,2,66,78,73,"Ask if she could just go in once"
31,4,3,54,84,69,"Call for her friend"
31,4,4,35,95,45,"Run back to get her phone"
31,4,5,30,19,36,"Ditch her friend"
31,5,1,66,91,85,"Tell the teacher"
31,5,2,88,94,90,"Call her mom"
31,5,3,28,15,57,"Take someone else's"
31,5,4,37,21,70,"Copy the homework from someone else"
31,5,5,37,27,34,"Go home"
31,6,1,87,94,92,"Build a fire"
31,6,2,75,60,88,"Hunt for food"
31,6,3,95,97,96,"Set up a tent"
31,6,4,64,79,73,"Huddle up with friends for warmth"
31,6,5,86,90,86,"Find fruits and berries"
32,1,1,99,100,99,"Borrow the money for the medication"
32,1,2,100,100,100,"Ask for the money to be a loan"
32,1,3,100,100,100,"Sell things to get the money"
32,1,4,100,99,100,"Get a part time job"
32,1,5,91,95,97,"Set up a go fund account"
32,2,1,100,100,100,"call tow truck"
32,2,2,100,100,99,"call friends"
32,2,3,99,100,100,"call family"
32,2,4,1,1,1,"leave car"
32,2,5,1,1,1,"do nothing"
32,3,1,85,93,97,"see where the money is"
32,3,2,63,60,72,"just replace the money out of his own"
32,3,3,99,99,100,"let the manager know"
32,3,4,91,89,88,"ask the other employees"
32,3,5,1,1,1,"don't worry about it"
32,4,1,72,100,92,"call from the place phone"
32,4,2,80,92,98,"just wait until the friend comes"
32,4,3,96,96,99,"ask to renew her membership"
32,4,4,74,82,89,"leave the place"
32,4,5,100,100,100,"go back to get phone"
32,5,1,1,1,1,"don't worry about it"
32,5,2,81,88,86,"call mom to bring it"
32,5,3,94,97,97,"go back to get it"
32,5,4,99,100,100,"tell teacher what happened"
32,5,5,91,91,92,"see if she can bring another day"
32,6,1,100,100,100,"call for help"
32,6,2,94,100,99,"just get to walking"
32,6,3,100,98,99,"look for help"
32,6,4,99,100,99,"pray about it"
32,6,5,1,1,1,"do nothing at all"
33,1,1,0,0,0,"Steal the medication."
33,1,2,68,100,100,"Raise money for the medication. "
33,1,3,45,100,100,"Ask a relative to pay for the medication. "
33,1,4,100,100,100,"Get new insurance that covers the medication."
33,1,5,94,100,100,"Get another job to help pay for the medication."
33,2,1,100,100,100,"Call a friend to pick him up and take him to the airport."
33,2,2,16,100,87,"Hitchhike to the airport."
33,2,3,100,100,100,"Call a taxi. "
33,2,4,100,100,100,"Call AAA or other insurance company."
33,2,5,50,100,100,"Catch the bus."
33,3,1,97,100,100,"Tell his boss about the missing money. "
33,3,2,79,100,100,"Do all the overtime work on his own to make up for the missing money. "
33,3,3,100,100,100,"Recount the register to confirm whether the money is missing. "
33,3,4,100,100,100,"Look through receipts to determine why the money is missing. "
33,3,5,43,100,100,"Replace the money out of his own pocket. "
33,4,1,100,100,100,"Renew her membership."
33,4,2,33,50,55,"Ask if they can play for free."
33,4,3,90,100,100,"See if her friend has a membership with buddy passes. "
33,4,4,19,98,61,"Cancel the racquetball game once her friend arrives, and explain. ."
33,4,5,25,100,71,"Ask her friend to get a membership. "
33,5,1,91,100,100,"Call her mom and ask her to bring the homework. "
33,5,2,0,0,0,"Cheat off of a friend's homework and redo it. "
33,5,3,83,100,100,"Redo the homework herself. "
33,5,4,83,100,100,"Explain to her teacher that she doesn't have the homework."
33,5,5,67,90,100,"Ask the teacher if she can submit it late. "
33,6,1,100,100,100,"Try to build a fire."
33,6,2,47,100,100,"Look for cacti for water. "
33,6,3,100,100,100,"Sit in a circle and try to warm each other up by holding each other. "
33,6,4,76,100,100,"Look for a body of water that may have fish in it."
33,6,5,100,100,100,"Look for other hikers who may have food and water. "
34,1,1,60,80,65,"Take out a loan to pay for the medicine."
34,1,2,75,70,85,"Buy it using their credit card."
34,1,3,30,15,25,"Steal the medicine."
34,1,4,75,80,70,"Try crowdfunding online to raise funds for the medicine."
34,1,5,40,50,30,"Go without the medicine."
34,2,1,60,70,70,"Call a taxi."
34,2,2,80,90,85,"Call someone to tow his car."
34,2,3,50,65,55,"Try to wave down another driver to help with his car."
34,2,4,45,85,65,"Move his car somewhere safe."
34,2,5,75,70,80,"Call someone to come pick him up."
34,3,1,35,50,30,"Ask around about the missing money."
34,3,2,15,30,20,"Use his own money to fill the register."
34,3,3,85,75,75,"Accept it and work overtime."
34,3,4,75,85,75,"Speak to the manager and explain what's happened."
34,3,5,35,30,50,"Go home early anyway."
34,4,1,80,80,75,"Ask the person behind the desk to use their phone."
34,4,2,60,90,70,"Leave and find a phone to call them on."
34,4,3,30,30,25,"Do nothing and explain it later."
34,4,4,25,20,15,"Ask if they'll let her in anyway."
34,4,5,60,70,40,"Ask the person behind the desk to summon her friend."
34,5,1,70,90,80,"Ask for an extention."
34,5,2,60,60,50,"Try to call or text her mom for help."
34,5,3,70,25,45,"Ask another student to let her copy their work."
34,5,4,25,30,30,"Lie and say you didn't do it."
34,5,5,90,85,85,"Explain what happened to the teacher."
34,6,1,70,95,85,"Stay where he is and hope rescue finds him."
34,6,2,75,95,90,"Use his phone to call for help."
34,6,3,65,90,85,"Ration food to last them longer."
34,6,4,40,80,60,"Try to collect more food and water from the wild."
34,6,5,70,85,40,"Scream for help."
35,1,1,70,100,40,"Start a GoFundMe for his wife"
35,1,2,95,100,80,"Look for other insurance alternatives"
35,1,3,65,98,85,"Come up with a payment plan to purchase the medication"
35,1,4,60,90,75,"Seek government assistance such as Medicaid"
35,1,5,30,55,25,"Purchase the medicine out of country for a cheaper price"
35,2,1,70,100,50,"Call for a taxi/Uber"
35,2,2,95,100,90,"Simply reschedule his flight"
35,2,3,75,80,65,"Show up late and hope for the best"
35,2,4,100,100,100,"Call the airline"
35,2,5,10,0,0,"Drive on the shoulder, violating traffic laws"
35,3,1,68,100,70,"Talk to the manager"
35,3,2,30,90,20,"Look over security footage to determine where the money went"
35,3,3,5,15,5,"Use his own money to cover the difference"
35,3,4,30,0,5,"Lie about the total for the day"
35,3,5,10,0,0,"Do not tell the manager about the disparity"
35,4,1,80,100,90,"Purchase a new membership"
35,4,2,40,20,30,"Simply not show without letting anyone know"
35,4,3,45,98,60,"Drive down and let her friends know the situation in person"
35,4,4,15,100,10,"Go there and leave a message with the staff"
35,4,5,25,2,0,"Try to get in despite her expired membership"
35,5,1,100,100,100,"Explain the situation"
35,5,2,5,0,0,"Take another person's assignment as her own"
35,5,3,10,0,5,"Skip class"
35,5,4,40,60,50,"Ask to do extra credit instead"
35,5,5,70,100,50,"Have the mom take a picture to prove to the teacher she did it"
35,6,1,100,100,95,"Try to start a fire"
35,6,2,100,98,90,"Huddle with the other survivors for warmth"
35,6,3,52,85,35,"Seek food and water in the forest"
35,6,4,30,100,20,"Leave a trail/markings so the rescue crew can more easily find them"
35,6,5,25,90,15,"Seek high ground to better determine where they are"
36,1,1,70,100,80,"Start a fundraiser"
36,1,2,90,100,100,"Ask family for help"
36,1,3,80,100,80,"Ask friends for help"
36,1,4,100,100,100,"Try and see if the medication is cheaper elsewhere"
36,1,5,2,30,0,"Try and find the medication online."
36,2,1,100,100,100,"Call a friend"
36,2,2,90,100,100,"Call a cab/uber"
36,2,3,50,90,80,"Ask for help from a stranger"
36,2,4,5,100,90,"Walk to a gastation"
36,2,5,5,51,20,"Wait for help"
36,3,1,100,100,100,"Recount the money"
36,3,2,95,100,100,"Check around the register"
36,3,3,95,100,100,"Ask his coworkers about it"
36,3,4,50,100,95,"Check the logs of sales"
36,3,5,80,100,90,"Talk to the manager and ask for help."
36,4,1,100,100,100,"Renew her membership"
36,4,2,85,100,50,"Ask the people at the front desk to tell her friend"
36,4,3,60,100,90,"Ask if she can tell her friend she can't play"
36,4,4,50,100,20,"Pay for the price of a racquetball game"
36,4,5,0,0,0,"Go in without paying"
36,5,1,100,100,100,"Call her mom to bring the homework to her."
36,5,2,70,80,100,"Go get her homework and be late for the class"
36,5,3,85,100,99,"Explain to the teacher what happened"
36,5,4,50,100,90,"Ask for an extension until after class so her mom can bring it to her"
36,5,5,5,100,80,"Quickly redo the assignment if possible."
36,6,1,80,70,95,"Attempt to find their way back"
36,6,2,100,100,100,"Try to get cellphone service"
36,6,3,50,100,70,"Stay in one spot with what they have"
36,6,4,100,100,100,"Make noise to alert help"
36,6,5,20,90,100,"Keep walking till they find a place."
37,1,1,100,100,100,"Ask family for money "
37,1,2,4,70,30,"Break in steal the meds"
37,1,3,0,0,0,"Get a gun, mask and by force get the meds"
37,1,4,6,30,6,"Hire a mercenary to get it"
37,1,5,75,100,72,"Buy a generic drug if possible "
37,2,1,100,98,83,"Hitchhike"
37,2,2,100,93,95,"Go by foot"
37,2,3,88,94,81,"Call help"
37,2,4,92,73,71,"Wait"
37,2,5,100,100,90,"Get flight tomorrow "
37,3,1,26,70,51,"Take money his own pocket, tell no one, make difference up."
37,3,2,60,10,30,"Blame someone else in store."
37,3,3,82,100,74,"Admit he screwed up."
37,3,4,100,100,100,"Count the totals again to make sure."
37,3,5,83,96,82,"Ask for help explain what happened."
37,4,1,99,100,99,"Ask the worker, to use her phone to call her friend."
37,4,2,80,100,60,"Wait outside her friend will show up."
37,4,3,100,100,100,"See if she can afford to renew her membership on the spot."
37,4,4,40,100,81,"Tell worker her situation ask for a 1 day free pass."
37,4,5,10,5,10,"Go home ditch her friend. Then ghost her."
37,5,1,100,100,100,"Call mother to bring it"
37,5,2,86,100,93,"Tell teacher an give it tomorrow "
37,5,3,12,7,5,"Blame the mother"
37,5,4,2,1,1,"Steal a classmates paper an claim it as hers"
37,5,5,48,59,51,"Stay silent"
37,6,1,71,64,89,"Continue on and see they can get out"
37,6,2,94,96,86,"Camp out light signal flares"
37,6,3,0,0,1,"Kill his mates eat them to survive. He is the sole survivor."
37,6,4,50,35,62,"Blame his mates fir getting lost."
37,6,5,12,8,8,"Take the map, food, run away an leave him mates. Sole survivor is he."
38,1,1,100,100,100,"Ask a friend for some money."
38,1,2,90,100,100,"Pick up a second job in order to make more money."
38,1,3,80,100,100,"Ask the bank for a loan."
38,1,4,100,100,100,"Go into their emergency savings fund and use that money."
38,1,5,50,100,100,"Accept that they don't have enough money to pay for it and hope for the best."
38,2,1,70,100,100,"Call an Uber and get his car towed."
38,2,2,95,100,100,"Call a friend who is close by for help."
38,2,3,55,100,92,".Flag down a driver for help."
38,2,4,71,100,100,"Accept he is not going to make his flight and take care of his car first."
38,2,5,70,100,100,"Get his car towed and cancel the flight."
38,3,1,100,100,100,"Tell the manager what happened."
38,3,2,38,100,89,"Use his own money to replace the money."
38,3,3,54,90,99,"Tell the staff they have to work overtime. "
38,3,4,46,29,70,"Blame it on someone else."
38,3,5,48,40,48,"Act like he didn't know the money was missing."
38,4,1,50,70,85,"Just go and find her friend anyway."
38,4,2,90,100,100,"Go back to the office and tell her friend what happened."
38,4,3,100,100,100,"Pay for a new membership."
38,4,4,50,60,75,"Sneak past the worker and go play racquetball with her friend."
38,4,5,75,100,100,"Forget the gym and grab a bite to eat instead."
38,5,1,100,100,100,"Tell the teacher what happened"
38,5,2,48,3,32,"Steal someone elses homework"
38,5,3,92,100,100,"Call her mom to give her the homework"
38,5,4,46,100,100,"Try to do the homework again"
38,5,5,71,100,100,"Accept that she does not have her homework"
38,6,1,100,100,100,"Get a hold of the rescue crew anyway and wait it out."
38,6,2,100,100,100,"Look for water and food in the wilderness."
38,6,3,85,100,100,"Stay calm, build a campsite and figure out what to do from there."
38,6,4,100,100,100,"Ask his friends what they think he should do."
38,6,5,86,100,100,"Just accept the fact that they are stuck until someone can help them."
39,1,1,92,95,92,"Take out a loan."
39,1,2,97,100,97,"Borrow the money from family."
39,1,3,0,0,0,"Don't get the operation."
39,1,4,24,0,0,"Steal the money from someone."
39,1,5,2,0,0,"Rob a bank."
39,2,1,92,100,95,"Call for a taxi. "
39,2,2,51,50,14,"Try to hitchhike to the airport."
39,2,3,97,100,97,"Call a friend to come pick him up."
39,2,4,29,50,13,"Walk the rest of the way."
39,2,5,60,100,50,"Decide to cancel his trip."
39,3,1,100,95,96,"Put his own money into the register."
39,3,2,95,90,92,"Make up a reason for why the money is missing."
39,3,3,60,0,32,"Try to place the blame on someone else."
39,3,4,55,50,52,"Say that he forgot to place the money of a customer into the register."
39,3,5,54,50,40,"Borrow the money from a fellow employee."
39,4,1,51,100,50,"Walk back to work."
39,4,2,40,50,25,"Hitchhike"
39,4,3,54,99,49,"Ask a stranger for a ride."
39,4,4,65,100,63,"Ask the staff for a ride."
39,4,5,23,0,0,"Steal a bicycle."
39,5,1,39,20,13,"Tell the teacher that her dog ate her homework."
39,5,2,87,100,92,"Mention to the teacher that her mom took it by mistake."
39,5,3,50,50,24,"Tell her teacher that she lost it."
39,5,4,75,91,85,"Ask for more time to complete her assignment."
39,5,5,95,100,95,"Call her mom and have her bring it to school."
39,6,1,94,100,100,"Keep walking and try to find his way out."
39,6,2,91,100,100,"Take a break and think of a plan."
39,6,3,85,100,93,"Gather things from the forest for survival."
39,6,4,95,100,96,"Ask his friends for advice."
39,6,5,52,50,36,"Panic and lose control of himself."
40,1,1,62,77,75,"ask for help"
40,1,2,72,81,83,"a loan"
40,1,3,74,82,84,"friends"
40,1,4,76,81,86,"grants"
40,1,5,70,79,87,"family"
40,2,1,59,73,73,"catch a uber"
40,2,2,65,82,82,"lyft"
40,2,3,76,81,81,"call friend"
40,2,4,82,73,89,"walk"
40,2,5,78,68,88,"stay home"
40,3,1,64,83,71,"question employees"
40,3,2,69,69,86,"ask them to help pay it back"
40,3,3,68,79,84,"pay it back"
40,3,4,73,81,88,"take it out someones check"
40,3,5,80,72,95,"work overtime myself"
40,4,1,58,75,62,"wait for her friend"
40,4,2,68,85,73,"ask to use a phone"
40,4,3,61,75,75,"pay for membership"
40,4,4,76,82,80,"leave "
40,4,5,76,85,89,"ask friend for money"
40,5,1,61,73,73,"call her mom"
40,5,2,59,84,79,"ask for another day"
40,5,3,73,77,82,"take the f"
40,5,4,73,78,83,"go and grab it "
40,5,5,76,82,88,"turn it in late"
40,6,1,62,68,59,"stay put"
40,6,2,65,77,64,"make a smoke signal"
40,6,3,63,75,65,"split up"
40,6,4,62,78,72,"find water source"
40,6,5,72,78,76,"unsure"
41,1,1,83,83,84,"see about getting insurance"
41,1,2,29,29,30,"steal it"
41,1,3,64,88,88,"pay for it"
41,1,4,89,89,92,"find another medication"
41,1,5,67,85,68,"go without"
41,2,1,88,86,87,"call a friend for aride"
41,2,2,87,85,87,"call an uber"
41,2,3,67,68,67,"hitchhike"
41,2,4,86,86,87,"take a bus"
41,2,5,87,86,88,"call a cab"
41,3,1,95,95,94,"Recount"
41,3,2,14,86,33,"put money in from his wallet"
41,3,3,45,62,32,"ask for donations from people"
41,3,4,41,11,48,"lie"
41,3,5,12,12,31,"steal from the tip jar"
41,4,1,84,85,85,"sneak in"
41,4,2,83,72,80,"go home"
41,4,3,67,92,67,"barrow someones phone"
41,4,4,88,66,90,"lie to get in"
41,4,5,72,86,71,"get her phone"
41,5,1,89,89,88,"call her mom"
41,5,2,89,89,89,"tell the teacher"
41,5,3,80,57,80,"call in sick"
41,5,4,90,89,89,"ask for an extension"
41,5,5,86,86,87,"turn it in late"
41,6,1,73,89,88,"keep hiking"
41,6,2,73,91,76,"set up camp"
41,6,3,75,81,79,"go hunting"
41,6,4,84,84,84,"build a fire"
41,6,5,13,77,46,"scream real loud"
42,1,1,85,100,90,"dip into savings"
42,1,2,100,95,100,"put on a credit card"
42,1,3,60,80,40,"borrow from family"
42,1,4,80,100,70,"take on another job"
42,1,5,100,100,100,"look for generic alternatives "
42,2,1,100,100,100,"call tow truck"
42,2,2,95,100,100,"call friend"
42,2,3,20,100,70,"try and repair his vehicle"
42,2,4,100,100,95,"call a taxi"
42,2,5,5,50,10,"leave vehicle and hitchhike to airport"
42,3,1,60,90,70,"continue working alone till he found the money discrepancy"
42,3,2,30,85,40,"let the manager know there is an issue"
42,3,3,40,90,60,"let everyone continue to find the discrepancy"
42,3,4,5,0,40,"lie and say it is balanced"
42,3,5,50,0,60,"add back the money to make it balance"
42,4,1,90,100,95,"use someone else's phone"
42,4,2,50,0,60,"go anyway and try to get in"
42,4,3,5,0,20,"leaving without letting her friend know"
42,4,4,95,100,95,"pay for her new membership"
42,4,5,30,90,30,"get someone else to play with her friend"
42,5,1,85,100,95,"call mom to bring work to her"
42,5,2,95,100,100,"be honest and tell teacher the issue"
42,5,3,60,100,50,"try to redo the assignment"
42,5,4,30,0,20,"cheat on someones else's paper"
42,5,5,15,0,10,"lie about what happened"
42,6,1,90,100,100,"settle in and stay where they are"
42,6,2,100,100,100,"try and get a call out"
42,6,3,98,100,100,"ration food and water"
42,6,4,85,100,100,"huddle together for warmth"
42,6,5,75,100,95,"find open area to make an sos"
43,1,1,100,100,100,"Ask her doctor for a generic medication that costs less."
43,1,2,80,100,97,"Get a supplemental health insurance."
43,1,3,61,100,42,"See if the pharmacy will take a payment plan."
43,1,4,5,1,2,"Take the medication every other day to extend it."
43,1,5,100,81,100,"Borrow money from family."
43,2,1,41,100,61,"Call his insurance company and ask for a car to take him to the airport"
43,2,2,100,100,100,"Call a relative to stay with his car until the tow truck comes and have another relative take him to the airport"
43,2,3,100,100,99,"Cancel his flight."
43,2,4,49,61,42,"Call 911 to have a police officer come down."
43,2,5,100,100,100,"Reschedule his flight for another day."
43,3,1,60,100,72,"Calls the other employees to see if they know where the missing money is."
43,3,2,30,57,9,"Asks all employees to chip in for the missing amount."
43,3,3,85,100,80,"Puts in the missing amount himself."
43,3,4,100,100,100,"Calls the manager to tell them about the missing amount."
43,3,5,7,0,0,"Tell the manager that he believes one of the employees stole it."
43,4,1,100,100,100,"Renew her member ship on the spot."
43,4,2,54,83,56,"Wait until her friend gets to the gym to tell her."
43,4,3,100,100,100,"Ask to use the gym phone to call her friend."
43,4,4,58,48,53,"Ask a gym member to use their phone to call her friend."
43,4,5,19,0,17,"Leave the gym and hope her friend doesn't show."
43,5,1,100,100,100,"Call her mom to bring it to school."
43,5,2,5,0,1,"Copy from a friend's assignment."
43,5,3,100,100,100,"Confess to the teacher about what happened to her assignment."
43,5,4,52,100,35,"Take the bad grade for not handing it in."
43,5,5,100,100,100,"Ask her teacher for an extention. "
43,6,1,63,100,52,"Start to make a shelter."
43,6,2,100,100,100,"Build a fire to keep warm."
43,6,3,23,100,27,"Build a fall trap in hopes to catch and cook a small creature."
43,6,4,100,100,100,"Huddle together with his friends to keep warm."
43,6,5,10,100,16,"Send smoke signals with the fire he builds."
44,1,1,72,75,80,"Take out a loan to cover it"
44,1,2,57,72,66,"Ask for charity care"
44,1,3,11,5,4,"Steal it from the pharmacy"
44,1,4,11,52,41,"Get a new job to get new insurance"
44,1,5,62,83,79,"Use savings to pay for ir"
44,2,1,72,93,81,"Call AAA"
44,2,2,50,37,43,"Call the police to get him"
44,2,3,30,55,27,"Walk there"
44,2,4,45,28,35,"Hitchhike"
44,2,5,74,71,77,"Call a friend to come get him"
44,3,1,46,35,31,"Take money from his own pocket"
44,3,2,69,80,72,"Call his boss and explain"
44,3,3,50,35,42,"Not say anything"
44,3,4,44,27,33,"Fib the books"
44,3,5,42,6,40,"Blame his coworker"
44,4,1,60,84,74,"Wait outside for her friend"
44,4,2,62,56,61,"Ask the desk attendant to page her friend"
44,4,3,50,30,40,"Go back to her office"
44,4,4,28,8,20,"Sneak into the gym"
44,4,5,70,90,83,"Renew her membership there"
44,5,1,70,87,80,"Explain the situation to her teacher"
44,5,2,44,44,44,"Cry "
44,5,3,58,42,51,"Ask the teacher for an extension"
44,5,4,73,87,77,"Call her mom to come drop it off"
44,5,5,62,46,41,"Not say anything "
44,6,1,66,94,86,"Call a rescue crew"
44,6,2,60,48,56,"Keep on going"
44,6,3,57,33,55,"Wait for his friends to say something"
44,6,4,27,8,4,"Give up and die"
44,6,5,31,56,21,"Hunt for food"
45,1,1,0,0,8,"steal it"
45,1,2,100,100,100,"pay for it"
45,1,3,48,100,49,"complain"
45,1,4,0,0,1,"let her get sicker"
45,1,5,100,100,50,"pray"
45,2,1,18,70,35,"Thumb a ride"
45,2,2,51,100,100,"uber it"
45,2,3,9,100,71,"walk"
45,2,4,53,100,76,"call aarp"
45,2,5,0,100,0,"sleep"
45,3,1,0,0,0,"Put money of his own in the register."
45,3,2,0,0,10,"Go home."
45,3,3,100,100,100,"Look at cameras to see where it went."
45,3,4,100,100,100,"recount"
45,3,5,100,100,100,"tell manager"
45,4,1,100,100,100,"Borrow a phone from the gym,"
45,4,2,0,100,49,"Go home and call."
45,4,3,100,100,100,"Wait for friend."
45,4,4,20,100,100,"Start running outside while waiting."
45,4,5,0,100,0,"Go get some ice cream."
45,5,1,100,100,100,"go get it"
45,5,2,0,100,20,"redo it"
45,5,3,80,100,81,"tell mom to bring it to her"
45,5,4,0,100,9,"go without it to class"
45,5,5,100,100,100,"explain to professor"
45,6,1,100,100,100,"find some water"
45,6,2,100,100,100,"find some food"
45,6,3,100,100,100,"write help in the dirt"
45,6,4,100,100,100,"wait"
45,6,5,0,100,9,"die"
46,1,1,95,97,97,"Heinz could seek help from friends."
46,1,2,74,91,80,"Heinz could tell his wife that everything is under control to prevent her from feeling worse."
46,1,3,81,94,95,"Heinz could take a loan."
46,1,4,55,80,87,"Heinz could take a public donation for his wife."
46,1,5,44,89,70,"Heinz could seek the help of health awareness activists."
46,2,1,28,81,53,"Josh could walk to the airport."
46,2,2,70,93,92,"Josh could call his mechanic for help."
46,2,3,88,95,96,"Josh could hitch hike from passing vehicles."
46,2,4,33,50,51,"Josh could decide it was probably best if he missed the flight."
46,2,5,81,95,96,"Josh could call an Uber."
46,3,1,98,99,98,"Brian could call his staff and question them."
46,3,2,73,29,56,"Brian could take the money out of his staff's pay."
46,3,3,82,96,89,"Brian could check from the surveillance camera who took the money."
46,3,4,39,8,21,"Brian could get his staff arrested for theft."
46,3,5,50,52,52,"Brian could choose to cover the missing money with his."
46,4,1,51,26,54,"Liz could lie that she was not feeling fine so they don't have to go."
46,4,2,63,98,91,"Liz could tell her friend about her expired membership."
46,4,3,51,25,27,"Liz could choose not to say a word about it."
46,4,4,49,23,40,"Liz could cancel out on her game with her friend without stating why."
46,4,5,77,46,38,"Liz could ask her friend if they could spend time on something else."
46,5,1,48,15,41,"Mary could lie to her teacher that she was sick last night."
46,5,2,71,100,100,"Mary could tell her teacher the truth."
46,5,3,90,31,85,"Mary could copy her friends homework on another paper."
46,5,4,81,51,51,"Mary could skip the class."
46,5,5,58,31,85,"Mary could explain to the teacher that she had done the assignment but she left it at home."
46,6,1,86,96,96,"Brad could tell his friends that they are lost."
46,6,2,66,17,52,"Brad could tell his friends that they are very close to being back to where they started."
46,6,3,86,19,73,"Brad could lie to his friends that it was all part of the hiking session."
46,6,4,18,95,55,"Brad could ask his friends for advice."
46,6,5,30,99,92,"Brad could tell his friends everything he knows."
47,1,1,51,16,83,"Deal drugs"
47,1,2,26,5,73,"Credit card fraud"
47,1,3,100,100,100,"Take out a loan"
47,1,4,23,100,100,"Get a better job"
47,1,5,27,89,89,"Start an online business"
47,2,1,100,100,100,"Take an UBER"
47,2,2,100,100,100,"Call a tow service"
47,2,3,5,37,42,"Call 911"
47,2,4,100,100,100,"Call his auto insurance"
47,2,5,19,72,47,"Re schedule the flight"
47,3,1,7,100,100,"Put his own money in register"
47,3,2,85,8,66,"Do nothing"
47,3,3,16,82,83,"Have a meeting"
47,3,4,100,100,100,"Review security footage"
47,3,5,6,0,0,"Make employee put money in there"
47,4,1,100,100,100,"Buy a new membership"
47,4,2,100,100,100,"Use a public phone"
47,4,3,100,100,100,"Renew membership"
47,4,4,72,72,71,"Go back to work"
47,4,5,49,50,50,"Call her friend later"
47,5,1,12,92,91,"Go back home, get assignment"
47,5,2,100,100,100,"Call mom, make her bring it"
47,5,3,5,100,100,"Turn nothing it, get a 0"
47,5,4,100,100,100,"Ask for an extension"
47,5,5,100,100,100,"Tell the truth"
47,6,1,28,84,87,"Try to find their way back"
47,6,2,29,100,100,"Hunt for food"
47,6,3,100,100,100,"Make a fire"
47,6,4,100,100,100,"Melt snow over a fire"
47,6,5,100,100,100,"Wait for help"
48,1,1,40,100,100,"shop around for new insurance"
48,1,2,100,100,100,"get a 2nd opinion"
48,1,3,71,100,100,"try holistic methods"
48,1,4,100,100,100,"take out a loan"
48,1,5,64,67,80,"borrow money from friends/family"
48,2,1,93,100,100,"hail a taxi"
48,2,2,100,100,100,"use a rideshare app"
48,2,3,89,100,100,"call a friend for pickup"
48,2,4,28,100,25,"call a tow service to the airport"
48,2,5,70,100,67,"call the flight agency and rebook"
48,3,1,50,34,62,"lie about it "
48,3,2,70,81,40,"use his own pocket money "
48,3,3,90,100,69,"tell the truth"
48,3,4,29,0,1,"leave work"
48,3,5,52,35,75,"not say anything"
48,4,1,92,100,100,"asking a stranger to use their phone"
48,4,2,30,100,82,"going online to renew the membership before she goes there"
48,4,3,0,100,20,"locating a payphone"
48,4,4,47,100,60,"going anyway to the gym"
48,4,5,72,65,58,"not going to the gym and just going home"
48,5,1,100,100,100,"tell the truth"
48,5,2,70,100,72,"call her mom at school and have her talk to the teacher"
48,5,3,81,100,100,"ask if she can turn it in the next day"
48,5,4,40,11,51,"lie about it"
48,5,5,76,80,77,"see if she can do it the same day"
48,6,1,100,100,100,"hunt for food"
48,6,2,82,100,100,"look for a cave "
48,6,3,100,100,85,"setup a campsite with fire"
48,6,4,85,100,100,"make a SOS sign on the ground"
48,6,5,50,100,86,"keep going in the hopes they would find their way"
49,1,1,75,100,88,"Get a loan from a bank or other lender"
49,1,2,60,70,57,"Pawn some belongings at the pawn shop"
49,1,3,100,88,94,"Ask his family and friends to borrow him some money"
49,1,4,100,100,91,"Ask if there is a cheaper, generic version of the medication"
49,1,5,11,11,26,"Go to the casino and try and win some money"
49,2,1,98,93,78,"Call a taxi to take him to the airport"
49,2,2,83,71,71,"Call a friend to drive him to the airport"
49,2,3,47,91,53,"Give up and not go on the trip"
49,2,4,28,96,69,"Catch a later flight"
49,2,5,5,69,24,"Hitchhike to the airport"
49,3,1,87,75,89,"Put his own cash in the register"
49,3,2,85,94,64,"Tell the manager about the issue"
49,3,3,60,57,67,"Ask other staff members if they took it"
49,3,4,60,32,55,"Ask other staff members to pitch in money to balance it"
49,3,5,27,7,46,"Do nothing and act like he wasn't aware"
49,4,1,93,81,89,"Ask someone if she could use their phone to call her friend"
49,4,2,87,78,79,"Wait for her friend to arrive at the gym"
49,4,3,86,100,95,"Get a new membership"
49,4,4,45,10,25,"Do nothing and leave the gym"
49,4,5,42,44,32,"Ask the gym if they have any free guest passes available"
49,5,1,49,53,50,"Don't turn any homework in"
49,5,2,74,59,48,"Redo the homework"
49,5,3,23,3,30,"Copy someone elses homework"
49,5,4,78,88,72,"Call her mom and ask her to bring it to her"
49,5,5,65,79,62,"Tell her teacher and ask what she can do"
49,6,1,75,77,78,"Stay put and wait for the rescue team"
49,6,2,90,93,85,"Keep hiking and looking for help"
49,6,3,40,4,18,"Pretend they are not lost and keep walking"
49,6,4,55,85,72,"Start looking for food and water immediately"
49,6,5,25,84,54,"Make a distress call, like a fire, or by screaming for help"
50,1,1,90,97,98,"Start an online crowd funding campaign on go fundme to pay for it."
50,1,2,90,93,95,"Have Heinz get another job."
50,1,3,87,89,93,"Have Heinz's wife find an online job like transcription to pay for it."
50,1,4,83,87,92,"Talk to churches and see if they could give money and help out"
